made,squareMeters,numberOfRooms,hasStorageRoom,hasGuestRoom,price
1993,27924,58,1,3,2799025.3
1990,65349,77,0,4,6544694.0
2005,10370,59,0,2,1045712.5
2004,72581,60,1,1,7258967.4
2002,42957,43,0,1,4303225.2
2017,26308,85,0,10,2631805.7
2003,2168,37,1,5,223041.3
2019,55289,60,1,5,5531801.9
2002,42870,46,0,2,4299631.2
1997,40953,14,0,1,4102635.7
1998,37955,75,0,1,3796781.8
1992,1663,46,0,10,174521.2
2010,75755,83,1,10,7581701.0
2003,51290,95,1,10,5136728.3
1996,78122,55,0,5,7822983.6
2000,49757,66,1,2,4982131.0
1993,75669,31,1,1,7578283.3
1997,3239,45,1,10,327481.7
2008,97887,4,0,3,9799403.8
2006,75972,70,0,4,7601494.6
2021,15426,19,1,0,1549952.1
1998,51566,33,0,4,5170194.8
2004,95395,4,1,10,9543121.4
2019,41926,87,0,3,4197897.9
2011,25150,37,1,0,2520440.1
2012,75727,78,0,8,7583793.2
2005,85663,32,1,3,8575283.5
2006,73488,84,0,4,7356188.6
2015,25059,55,1,3,2513876.5
2005,61878,21,0,10,6192576.5
2005,83920,2,1,10,8393890.5
2017,54086,33,1,5,5416631.7
1994,36608,49,1,1,3667019.4
2012,8369,69,1,9,846945.2
2015,84048,57,1,8,8408266.5
2010,48926,17,0,4,4897709.0
2010,94188,43,0,0,9422005.0
1992,33052,26,1,4,3312643.2
2012,4372,39,1,3,441738.2
2006,51744,59,0,10,5179860.6
1992,13117,70,0,9,1320033.2
2019,59776,37,1,7,5985363.9
1993,85707,92,0,0,8578494.3
1990,2248,84,1,4,229172.0
2019,81668,40,0,6,8175885.9
1992,79760,69,0,0,7986501.2
2003,93833,4,0,8,9390420.3
1999,58543,15,1,10,5858487.9
2008,66283,39,0,5,6640110.8
2020,87603,70,0,10,8768975.0
2019,27612,18,0,8,2770163.9
1995,10379,47,1,2,1039247.5
2008,79577,98,0,10,7967626.8
2013,57441,80,1,7,5754031.3
1992,24303,23,1,8,2440617.2
2015,54872,70,1,4,5491066.5
2001,18086,7,1,10,1814230.1
2006,21150,95,1,7,2124502.6
2011,92617,79,0,10,9271402.1
2013,54337,38,1,1,5437840.3
2005,89721,32,0,4,8978088.5
1993,7863,79,1,6,788123.3
2015,34358,64,0,9,3442393.5
2000,49898,50,1,8,5000704.0
2011,39405,62,1,8,3944548.1
2001,33349,27,0,2,3336491.1
2021,89715,46,0,9,8978105.1
1990,53396,77,1,7,5344746.0
2010,99085,61,0,3,9916844.0
2020,70247,96,1,0,7034364.0
2004,35153,86,0,7,3522618.4
2015,22121,33,0,4,2217570.5
2011,34288,43,1,0,3435548.1
2005,42078,4,0,6,4213583.5
2011,96791,100,0,6,9683987.1
2008,900,20,1,5,100197.8
1990,58150,80,1,1,5820741.0
1999,68102,83,1,9,6818967.9
1992,69418,3,0,6,6951279.2
1991,42630,49,0,2,4267672.1
2012,35249,56,1,5,3529536.2
1993,14344,86,0,3,1446006.3
2017,16446,77,0,1,1650622.7
2013,95733,49,1,2,9584807.3
1994,85425,29,0,0,8552545.4
2015,71472,96,1,1,7154589.5
2006,13440,31,0,4,1345546.6
1997,22061,59,1,3,2212814.7
1996,55439,63,1,10,5550349.6
2007,88001,56,1,1,8804639.7
2011,70613,7,0,5,7071960.1
2018,35488,2,0,4,3559112.8
1994,12700,91,1,1,1279169.4
2002,23885,12,0,10,2392010.2
1991,36667,61,1,8,3675788.1
2014,19189,63,1,5,1922029.4
2000,61418,32,0,4,6148450.0
2013,27995,63,0,0,2809288.3
2002,39385,6,0,1,3941795.2
2017,55333,24,0,7,5539161.7
1992,97187,12,0,9,9729784.2
2009,68985,86,0,1,6901750.9
1999,71354,33,1,7,7140052.9
1994,57026,87,1,9,5710109.4
1991,62149,91,0,2,6221668.1
2007,25836,91,1,10,2597793.7
1992,74465,22,0,1,7460896.2
2001,33304,5,1,3,3334300.1
2015,59660,46,0,10,5975034.5
1992,22298,4,1,0,2236646.2
2004,82554,79,0,8,8265275.4
2000,97970,33,1,4,9809237.0
1999,60187,59,1,0,6023643.9
2000,57930,16,1,0,5796201.0
2001,59392,87,1,5,5948797.1
2014,45324,46,0,0,4536393.4
2002,83245,91,0,6,8327808.2
2006,21086,3,0,3,2116427.6
2003,88539,18,1,9,8858484.3
1992,75402,73,1,4,7545890.2
1995,17347,33,1,3,1742732.5
2015,77765,35,1,0,7782483.5
2008,16187,17,1,1,1625626.8
2018,9972,95,0,10,1004815.8
1994,57015,65,0,7,5711455.4
2021,24237,8,1,1,2430773.1
2019,80995,7,1,6,8106168.9
2012,31055,90,0,0,3109679.2
2004,97831,19,1,3,9790034.4
2020,89089,45,1,7,8914602.0
1990,36555,40,1,10,3661032.0
1995,44247,65,0,10,4430620.5
1996,202,18,1,6,28295.6
2002,45403,29,0,8,4547042.2
2005,39611,5,0,0,3968264.5
1993,78016,21,0,0,7809472.3
1998,37065,25,0,0,3709895.8
1995,35415,88,0,10,3552201.5
1994,22884,87,1,1,2292005.4
2013,83954,89,0,8,8404690.3
2018,63780,43,0,4,6386345.8
2018,35758,61,0,7,3578395.8
2009,72555,30,0,0,7264099.9
2004,42136,53,0,0,4217052.4
2015,29798,98,0,2,2981776.5
2015,38643,53,1,2,3874219.5
2020,98799,55,1,0,9887392.0
2009,55668,20,1,1,5576689.9
1993,65786,55,1,9,6581341.3
2013,80000,2,1,3,8007346.3
2006,19443,16,0,6,1954996.6
2021,5354,30,0,9,545595.1
2011,19534,47,1,9,1954981.1
2010,58585,7,1,1,5864736.0
2002,51547,65,1,7,5158989.2
2020,93363,43,0,10,9341198.0
1995,47258,43,0,1,4727374.5
2014,57117,12,0,3,5722262.4
2020,49557,62,1,7,4960553.0
2016,90164,28,0,0,9022533.6
2001,1500,47,1,7,153756.1
2001,54245,57,0,8,5426769.1
2001,87795,88,0,3,8787355.1
1998,24523,60,0,4,2457562.8
1998,68595,48,0,9,6865628.8
2009,20304,57,1,10,2039313.9
1993,11471,17,1,3,1152849.3
2017,46644,7,0,1,4668991.7
2019,20771,46,0,7,2083710.9
1998,84716,69,1,3,8479849.8
1990,34762,70,1,1,3482612.0
2003,37442,66,0,1,3750097.3
2015,83214,74,0,8,8329159.5
2006,5460,77,0,4,552196.6
2013,36297,35,1,2,3635567.3
1990,81557,38,1,3,8162608.0
1998,30300,49,0,1,3033117.8
1991,79814,32,1,3,7995547.1
2014,94707,30,1,6,9473157.4
2013,17934,50,1,9,1801096.3
2011,57939,26,0,0,5805607.1
2007,13814,46,0,9,1388629.7
1996,13461,8,0,7,1349819.6
2020,16693,26,1,6,1673561.0
2014,5888,66,0,4,597556.4
2011,79610,75,1,2,7968541.1
2009,27655,12,1,5,2767015.9
2009,5849,39,0,5,588467.9
1992,99536,98,0,5,9956467.2
2005,70383,10,1,2,7050270.5
2011,40372,84,1,0,4042590.1
2020,63975,72,0,4,6404090.0
1990,2155,71,1,9,219290.0
2012,58516,5,1,5,5859646.2
1990,22238,14,0,8,2229057.0
2019,17345,42,0,4,1739138.9
2007,27002,82,1,3,2703257.7
2015,68667,86,0,4,6867515.5
1994,31054,55,0,9,3108729.4
2014,229,49,1,4,27438.4
2010,87800,12,1,4,8790424.0
2021,73069,63,0,1,7310442.1
2017,6031,83,0,6,604367.7
1996,76903,36,0,1,7700543.6
2006,9889,1,1,10,994976.6
2019,61745,93,0,3,6180867.9
2020,91532,10,1,1,9156554.0
1996,99609,23,0,10,9967075.6
2018,82665,29,0,3,8280105.8
1993,97179,55,0,7,9724166.3
2001,79582,64,1,9,7960890.1
2004,16852,87,1,6,1690910.4
2003,43920,77,1,7,4396723.3
2017,86397,46,0,9,8649275.7
2018,65883,13,1,8,6599494.8
2004,93815,20,1,3,9383412.4
1991,27902,16,1,3,2797357.1
2021,59732,69,0,3,5982091.1
2018,36428,100,0,1,3649020.8
1990,37174,4,0,8,3721209.0
2001,79770,44,1,3,7983537.1
1992,78259,19,1,10,7829196.2
2016,22811,75,1,2,2285502.6
2018,35912,88,0,8,3603983.8
2016,1575,80,0,5,163475.6
2020,42934,40,0,5,4297263.0
2000,54016,26,1,1,5407699.0
1990,78983,57,0,5,7904937.0
2020,81319,73,0,9,8141470.0
2012,70432,23,0,10,7044387.2
2000,53762,45,1,1,5385468.0
2013,43761,53,1,0,4378702.3
2013,50643,24,0,2,5070436.3
2010,38305,8,0,6,3833081.0
2015,13389,10,0,2,1349726.5
2014,81783,82,0,7,8186131.4
1996,60511,56,0,5,6056788.6
1992,96387,58,1,3,9643438.2
2016,51687,86,1,3,5183003.6
1991,86933,58,1,2,8694297.1
2017,15124,18,0,2,1524899.7
1997,8931,100,1,7,902753.7
1994,90091,92,0,0,9018116.4
2007,16279,75,0,5,1636515.7
2003,52345,71,1,5,5241325.3
1998,5916,43,0,5,592539.8
1994,47499,94,0,5,4758839.4
1999,44208,15,1,6,4425818.9
2017,40137,65,0,7,4022874.7
2015,74309,19,0,2,7433733.5
1998,98094,92,1,0,9813413.8
1999,32029,72,1,0,3213964.9
2013,11182,56,0,5,1128240.3
2013,57962,15,1,8,5808764.3
2002,44967,50,1,1,4505471.2
2021,36466,74,1,4,3648757.1
2009,81394,65,1,2,8145950.9
2014,78189,16,0,3,7828149.4
2003,21919,54,1,4,2196404.3
2002,43645,90,1,8,4369168.2
2000,67448,43,1,10,6745520.0
1997,80150,54,0,4,8020491.7
2021,93032,31,0,1,9304114.1
1991,82838,72,1,8,8291462.1
1999,2563,12,1,0,264728.9
2000,81299,73,0,6,8137736.0
2018,50092,70,1,8,5014491.8
1993,77048,8,0,8,7711979.3
2021,47628,81,1,4,4768776.1
2012,97976,14,1,2,9805123.2
2008,10446,11,0,6,1052752.8
2015,26901,75,1,7,2693285.5
2016,87864,47,1,9,8798646.6
1993,30510,55,1,7,3057646.3
2001,32546,23,0,7,3262467.1
1993,61398,100,1,1,6151348.3
2016,10652,2,0,2,1069306.6
2012,64331,38,0,7,6442542.2
2021,72319,69,1,6,7245147.1
2002,51214,19,1,0,5123070.2
2020,34640,76,1,3,3466722.0
2003,82751,79,1,9,8284460.3
2008,6443,10,1,5,650272.8
2009,81951,43,1,4,8201048.9
2010,61054,81,0,6,6110657.0
2015,42557,71,1,7,4264085.5
1998,22505,49,1,8,2258877.8
2020,41600,16,1,4,4170132.0
1999,22701,51,1,1,2274785.9
2003,77446,14,1,5,7749398.3
2006,81793,15,0,2,8182431.6
1996,77150,58,0,3,7719651.6
2010,53326,11,0,3,5340791.0
2002,96685,27,1,3,9682268.2
2020,82158,72,0,10,8227135.0
2007,24972,4,1,1,2511380.7
2008,8746,3,0,3,880925.8
2019,38449,86,1,9,3852125.9
2000,36187,7,1,0,3624960.0
2002,6518,5,0,2,653208.2
1994,33785,16,0,3,3383514.4
2004,20556,91,1,7,2057988.4
1990,89198,78,1,1,8925638.0
1997,39664,87,0,9,3973483.7
2006,14401,33,0,2,1445095.6
2005,49382,21,0,9,4945454.5
2007,86571,73,0,1,8658306.7
2012,10727,22,0,2,1077784.2
2018,86688,99,1,4,8672319.8
1991,79410,40,0,3,7949040.1
2001,74330,52,1,6,7434095.1
2013,1754,87,1,2,185004.3
1998,93571,56,0,6,9365745.8
2006,70380,17,0,7,7047022.6
1991,40006,65,1,6,4012759.1
1990,66327,83,1,9,6636303.0
2021,86204,84,0,0,8625334.1
2007,62752,73,1,1,6281821.7
2015,49183,71,1,2,4922034.5
2007,20755,74,1,9,2083312.7
2011,82626,67,0,7,8278341.1
2006,72993,21,0,6,7303799.6
2021,91745,30,1,9,9177089.1
1995,47803,17,0,0,4785479.5
2001,26162,32,1,7,2622100.1
2008,64717,37,0,9,6484598.8
1996,69426,70,1,9,6948093.6
1990,7954,41,1,7,803694.0
2011,17341,25,1,7,1741766.1
1998,36138,81,1,1,3619052.8
2019,73072,22,1,6,7310814.9
2010,83352,19,0,7,8341664.0
1991,32337,8,1,5,3239612.1
2004,30566,10,1,10,3061321.4
1991,89114,41,1,9,8919368.1
2004,3190,59,0,5,322180.4
2015,77807,91,1,9,7781711.5
1998,69665,77,1,3,6967594.8
2017,5475,78,1,6,557404.7
2013,872,47,1,2,94371.3
1997,91187,22,1,2,9123299.7
2000,96711,16,1,0,9677596.0
2020,39289,58,0,4,3933825.0
2001,3448,13,1,0,351335.1
1993,24623,40,1,7,2469572.3
2009,80995,63,0,2,8104164.9
2003,62239,95,0,2,6233248.3
1990,58413,43,1,3,5852813.0
1997,26484,48,1,3,2654798.7
2007,93466,6,1,10,9347751.7
2007,71146,77,0,3,7123165.7
1992,69133,88,0,4,6922630.2
2013,16205,88,1,8,1621809.3
1995,43815,56,1,0,4387387.5
2008,21396,20,1,4,2150994.8
2012,52416,40,1,9,5259907.2
2009,95012,50,0,6,9505478.9
2006,11617,70,0,10,1171852.6
2001,96459,4,1,9,9655536.1
2001,38443,30,1,6,3854728.1
1994,47982,83,0,10,4808638.4
1991,89500,80,0,0,8955536.1
1995,50396,96,1,7,5044139.5
2005,7759,46,1,5,784516.5
1991,68925,98,0,4,6906463.1
1996,67391,31,0,6,6749765.6
2013,63567,27,0,8,6362145.3
2010,25133,29,0,9,2516676.0
1991,27823,58,1,5,2791784.1
2009,3411,92,0,10,350289.9
1999,44227,21,1,4,4424786.9
2010,35849,22,0,1,3594490.0
1999,64430,41,1,0,6453925.9
2000,57581,22,0,5,5766399.0
2015,55901,28,0,8,5594909.5
2014,692,18,0,2,78924.4
2013,27461,8,0,3,2755288.3
2011,43496,89,0,2,4360682.1
1995,8214,19,0,3,828785.5
2007,57557,19,0,5,5762136.7
2003,90070,22,0,3,9017234.3
2000,10482,25,0,7,1055477.0
1998,41440,40,1,3,4150108.8
1995,82469,9,0,7,8250061.5
2014,14774,27,0,8,1483681.4
2018,5758,88,0,2,579242.8
2002,51501,96,1,2,5154868.2
2015,29396,37,1,5,2947040.5
1996,68947,89,1,3,6899120.6
2015,49617,9,0,1,4964077.5
1999,27831,92,0,7,2788302.9
2012,22348,52,1,1,2243084.2
2016,67396,67,0,6,6744101.6
2018,71930,76,0,9,7197994.8
2016,51837,34,1,5,5187272.6
2004,1220,83,0,7,134474.4
2008,85238,3,1,10,8525952.8
2005,20110,80,0,4,2021327.5
1999,90178,47,0,2,9023404.9
2008,2308,57,0,0,237020.8
2020,64783,78,0,0,6488470.0
2000,63345,27,1,2,6337954.0
2008,4802,90,1,3,490922.8
1999,82506,77,1,0,8260448.9
1992,91525,14,1,10,9158303.2
2016,97684,45,1,0,9772177.6
2019,85990,58,1,5,8605325.9
2011,88140,45,1,6,8828417.1
2007,41086,93,1,6,4116465.7
2003,70872,45,0,9,7092845.3
2008,50015,86,1,7,5009733.8
1992,90488,36,0,0,9056651.2
2002,60050,58,0,9,6008607.2
2012,57897,28,0,7,5792780.2
1993,45339,38,1,3,4541883.3
2012,41167,51,1,0,4121602.2
2015,63648,42,0,5,6373960.5
2019,18726,53,1,9,1876721.9
2007,72938,11,1,6,7299819.7
1991,8090,17,0,7,811168.1
1990,20869,6,0,8,2101176.0
2002,57300,54,0,6,5732956.2
2004,19430,50,0,5,1949922.4
2016,22924,38,0,5,2294397.6
2021,50593,95,0,0,5066402.1
1996,69667,62,0,4,6976846.6
1992,23552,49,0,9,2359256.2
2018,54029,56,0,5,5411241.8
1992,82948,95,0,8,8299141.2
2000,4398,80,0,2,442758.0
1991,51781,69,1,7,5184433.1
2010,55671,87,0,1,5574713.0
2015,83281,55,0,6,8332688.5
2013,49795,19,0,8,4983282.3
2004,51482,39,0,4,5153891.4
2012,34236,60,1,5,3429690.2
1994,64005,87,1,2,6405309.4
2003,72449,56,1,7,7252083.3
2016,52771,68,0,6,5284748.6
2000,68106,51,1,0,6818219.0
2019,99907,6,0,6,9994473.9
2008,42253,39,0,0,4228711.8
2015,82295,43,0,9,8236958.5
1999,77466,26,1,4,7753678.9
2004,33625,6,1,8,3367500.4
2001,31612,18,0,7,3164839.1
1995,82524,50,1,2,8259448.5
2011,68038,54,1,5,6807415.1
2011,68144,88,0,3,6825041.1
2006,89946,39,0,6,9002540.6
2005,95546,26,1,8,9565439.5
1994,39742,30,1,9,3977539.4
2000,210,75,1,9,28028.0
1991,99431,12,0,5,9946390.1
2000,40960,21,0,2,4102102.0
2013,97082,56,1,9,9715287.3
2003,69705,5,0,9,6984450.3
1990,41324,76,1,1,4138064.0
1993,3461,97,0,2,358703.3
1999,68933,10,0,0,6894438.9
1999,13054,40,0,6,1311257.9
2019,87705,98,1,2,8778255.9
2017,44859,95,0,7,4496708.7
2013,10134,98,0,3,1015389.3
2015,45184,83,0,3,4521371.5
2004,14862,49,0,7,1491791.4
1994,41989,2,1,9,4209907.4
1992,70690,21,0,2,7073132.2
2014,48443,29,1,9,4854913.4
1992,51442,13,1,6,5152369.2
1999,71256,87,0,0,7136102.9
2005,22100,52,0,1,2217330.5
1996,59726,26,0,4,5978949.6
1991,33201,17,0,5,3329880.1
2006,28706,84,0,4,2875896.6
2009,88287,76,1,7,8837290.9
1992,57182,90,1,0,5728972.2
1993,30918,43,1,7,3099241.3
2010,47749,48,0,6,4778728.0
2001,4229,78,0,2,427872.1
2017,89940,55,1,4,8995621.7
2018,26271,35,1,9,2635559.8
1995,18639,66,1,8,1867531.5
1990,97760,81,0,9,9785459.0
1997,74171,68,0,1,7423971.7
2017,76423,71,1,2,7656245.7
2003,40115,28,1,4,4015695.3
2004,7888,47,1,1,794180.4
1995,33018,53,1,4,3303609.5
2020,13123,42,0,10,1321158.0
2012,59608,69,1,0,5968780.2
2003,55198,2,1,9,5528250.3
1998,66504,72,0,2,6661493.8
2007,14386,43,1,10,1448793.7
2002,9817,22,0,2,989421.2
2004,92494,18,1,9,9254500.4
2016,36649,92,0,7,3672422.6
1996,78163,58,1,1,7822877.6
2021,53877,54,0,7,5396902.1
2018,76130,47,0,0,7621164.8
2020,63172,80,0,1,6327173.0
2002,96595,90,0,7,9671244.2
2004,85743,76,0,4,8580878.4
1999,99740,19,0,0,9982698.9
1991,32839,17,0,4,3294617.1
2010,38480,99,0,5,3853735.0
1998,84970,20,1,10,8504061.8
1997,90115,40,0,0,9012893.7
1997,19069,78,0,1,1910241.7
1998,8528,10,0,0,861004.8
2018,51010,24,1,9,5106590.8
2003,36256,48,1,7,3633301.3
2019,49956,8,1,8,5000197.9
2006,97578,97,1,3,9764792.6
2017,85024,52,1,5,8506042.7
1993,66169,40,0,6,6623375.3
2008,2895,52,0,1,292915.8
1991,25805,49,0,1,2591493.1
2001,13073,86,0,9,1316580.1
1994,57213,82,0,0,5725473.4
2004,73479,58,0,5,7356083.4
1990,52397,92,1,10,5241599.0
2001,82897,72,1,6,8298456.1
2008,9242,90,0,4,930448.8
2019,87603,45,0,4,8762692.9
2012,99516,73,1,10,9955482.2
2010,74819,66,0,4,7484727.0
1996,12101,91,1,6,1215445.6
1995,5540,14,0,6,559407.5
2009,43411,79,1,3,4350544.9
2016,33928,19,1,4,3401310.6
2021,42011,93,0,6,4203445.1
2011,85202,24,1,8,8530631.1
2000,80617,41,0,4,8062892.0
1993,460,3,1,2,47257.3
2020,13005,81,1,4,1304605.0
2010,70202,2,1,4,7025433.0
2000,13400,40,0,5,1351303.0
1993,29619,41,0,8,2967787.3
1990,85246,53,0,7,8530688.0
2017,20375,37,0,2,2042174.7
1992,63010,38,0,9,6308475.2
1995,59172,15,1,6,5927710.5
2012,20685,100,1,3,2077651.2
2016,81814,2,0,5,8184989.6
2020,77309,46,1,3,7735889.0
2014,55917,74,0,3,5594069.4
2012,55474,81,1,6,5553845.2
2016,67509,79,0,7,6761569.6
2010,36387,2,0,5,3645155.0
2000,31244,99,0,1,3132092.0
1996,12010,3,1,8,1205863.6
2017,33249,73,0,2,3327793.7
2009,1042,60,1,10,116146.9
1993,35498,1,1,10,3561303.3
2021,75598,30,0,0,7568656.1
2017,45893,1,1,3,4596499.7
1998,43588,77,1,0,4365377.8
2019,33260,63,1,7,3328632.9
2005,74169,49,1,5,7421839.5
2010,1271,87,1,6,128255.0
1999,61435,45,0,10,6155348.9
2007,94934,54,0,1,9499856.7
2020,94904,5,1,5,9497623.0
2017,10944,27,0,6,1099743.7
2002,39171,90,0,7,3923469.2
2013,28495,61,0,8,2860568.3
2011,54250,57,0,1,5431886.1
2016,53001,94,0,3,5306618.6
2018,4299,28,0,4,441384.8
1990,8978,57,0,5,905148.0
1997,66542,15,0,2,6659594.7
2021,90179,16,1,6,9022516.1
1999,15724,37,1,9,1589321.9
2009,35523,78,0,10,3560958.9
2003,71443,26,1,9,7146766.3
2017,84930,73,0,3,8496751.7
2021,44637,13,1,2,4473507.1
1999,40089,58,0,10,4016591.9
2001,92942,51,1,3,9298850.1
2004,66099,73,0,0,6616281.4
1998,55320,47,1,0,5542804.8
1998,42346,22,0,4,4241310.8
2001,69778,12,1,9,6988206.1
2005,87565,24,0,2,8760812.5
1991,59234,74,0,9,5936567.1
2011,10838,90,1,9,1086957.1
1991,10821,71,0,8,1100557.1
1992,67531,64,0,7,6760858.2
2004,66542,19,1,4,6660410.4
1992,87294,92,1,2,8740010.2
2011,69648,9,0,5,6965618.1
2015,6373,91,1,10,646190.5
1998,56126,98,1,0,5622399.8
1997,47373,80,0,8,4744247.7
2007,70346,18,1,5,7041725.7
2006,59009,42,0,6,5908459.6
2016,13982,75,1,6,1408422.6
1999,17687,33,0,6,1771295.9
1992,83606,57,1,3,8365435.2
2016,54111,7,0,4,5418802.6
2000,88554,37,0,10,8859758.0
2003,41309,44,0,3,4136015.3
2020,87066,47,1,3,8718414.0
2002,27921,84,1,2,2799272.2
2003,34723,46,1,5,3476474.3
2019,76929,46,1,9,7696040.9
1999,29141,92,0,3,2926194.9
2010,17583,54,1,5,1765645.0
2011,59501,23,0,3,5956711.1
1994,24537,6,1,0,2455081.4
2006,83641,37,1,3,8365598.6
2017,16046,11,0,7,1606409.7
2001,84791,74,1,1,8490703.1
2006,86215,79,1,7,8630496.6
2007,46356,30,0,7,4648974.7
1991,77196,2,1,1,7726722.1
2009,5725,16,1,6,576509.9
2007,84322,39,0,4,8437871.7
2006,25602,39,1,1,2568817.6
2016,19857,30,1,1,1994317.6
2018,49033,16,0,10,4907507.8
1999,65369,9,0,0,6539399.9
2008,27428,23,0,4,2746938.8
2007,38057,21,1,0,3820611.7
2000,29273,36,0,8,2930120.0
2001,76712,48,0,1,7675385.1
1994,44917,89,0,3,4504064.4
2011,45390,22,1,6,4545301.1
2021,45889,16,0,2,4593571.1
2019,65280,11,0,5,6531738.9
2005,72050,59,1,1,7214204.5
2012,98712,28,1,7,9881657.2
1994,22713,33,0,0,2277018.4
2014,67105,12,1,1,6716149.4
2009,96562,20,0,7,9662306.9
1998,60368,100,0,5,6043393.8
1994,99820,12,1,2,9987501.4
2018,12386,19,1,5,1248980.8
1996,49425,14,0,9,4952474.6
2013,13628,79,1,6,1368408.3
2020,30779,64,1,8,3080536.0
2011,92770,79,1,7,9282866.1
2005,83104,50,0,9,8317986.5
2010,97284,89,1,8,9738363.0
2005,5977,71,0,5,599038.5
2007,48179,49,1,2,4821918.7
2006,71000,15,0,4,7105944.6
2015,2246,14,0,7,226661.5
1992,97491,95,1,9,9753285.2
2009,98267,55,0,1,9828650.9
1995,34837,4,0,4,3492788.5
2014,25996,3,0,4,2607460.4
2011,52151,56,1,10,5221936.1
1994,36327,41,0,1,3635910.4
2015,28285,2,1,9,2833869.5
1999,15451,78,1,7,1553369.9
2013,55624,86,1,2,5565335.3
2007,41007,20,1,8,4113915.7
2017,82678,38,0,1,8273923.7
2008,88822,58,0,1,8885730.8
1998,25492,13,1,6,2554328.8
2018,29708,99,1,4,2986343.8
1995,61254,49,1,4,6133621.5
2018,47559,33,1,7,4762739.8
2019,34308,100,0,6,3440386.9
2014,99913,52,0,6,9998090.4
1993,29824,89,0,1,2986708.3
1999,96931,49,0,5,9703396.9
2020,13194,75,1,5,1325734.0
2013,7597,51,0,6,763978.3
2016,74943,2,0,6,7496206.6
2017,68224,12,1,8,6826969.7
2021,27233,34,1,4,2728421.1
2001,99821,41,1,0,9982792.1
2001,55575,65,0,6,5563122.1
2004,56616,88,1,2,5666924.4
1990,48352,23,1,2,4836393.0
2004,21503,2,1,5,2159844.4
1991,34291,33,0,8,3434499.1
2019,71353,95,1,9,7142339.9
1992,30871,43,0,9,3101000.2
2006,77012,50,0,4,7704558.6
2018,64021,14,0,3,6412082.8
2002,98124,34,0,0,9821245.2
2010,59195,39,0,2,5923843.0
2012,82275,70,1,0,8230302.2
2010,34213,78,0,7,3424803.0
2011,62399,36,1,8,6246364.1
2015,12831,41,0,5,1288685.5
2000,55691,54,0,0,5574008.0
2013,72365,58,1,8,7248658.3
2005,98840,48,1,6,9885470.5
2021,64027,94,1,9,6408770.1
2020,25745,70,1,2,2583236.0
2019,58971,82,0,4,5901033.9
2004,34159,84,0,10,3420308.4
1999,63017,23,1,5,6307594.9
2021,40570,68,1,0,4060237.1
1991,60307,34,0,2,6031864.1
1994,29269,98,1,0,2928059.4
1995,9916,17,1,5,997349.5
1992,79408,59,0,5,7948588.2
2015,10001,74,0,8,1006263.5
2007,82835,85,1,5,8290732.7
1999,65953,9,0,8,6599401.9
2003,52689,92,0,10,5273689.3
2021,91973,88,1,3,9198800.1
1995,13840,16,1,5,1393777.5
2019,70556,83,1,4,7059493.9
2010,57612,88,0,0,5767803.0
2016,42052,69,0,7,4211525.6
2007,50982,58,0,4,5105930.7
2016,35452,39,0,10,3555588.6
2000,69957,64,1,8,7007658.0
2007,62330,29,1,8,6242179.7
2020,31492,64,0,4,3149910.0
2001,90444,70,0,5,9045666.1
2005,87577,85,0,0,8772102.5
2015,85955,72,1,2,8601595.5
2009,97406,47,0,3,9750051.9
2006,51547,93,0,6,5164202.6
2018,21952,25,1,5,2201323.8
2016,65136,28,1,8,6517333.6
2003,75626,23,1,5,7570125.3
2001,42065,22,1,4,4210618.1
1992,40437,39,1,9,4045077.2
2012,58610,9,1,1,5868889.2
2002,74737,48,1,4,7479745.2
2020,68999,56,1,3,6912274.0
2000,11303,17,1,4,1138807.0
2008,68681,57,1,7,6870787.8
2016,96134,2,1,1,9616397.6
2016,59889,91,0,0,5997892.6
1993,58706,20,0,2,5879090.3
2019,187,96,0,10,26533.9
2010,74218,47,1,6,7430737.0
1995,36795,81,1,7,3682712.5
2011,21208,91,0,4,2125947.1
2006,41264,20,0,8,4134223.6
2003,1618,19,1,4,171840.3
1997,87245,35,0,2,8729428.7
2001,54831,88,1,2,5492297.1
2018,24439,17,0,1,2449426.8
1996,26611,96,1,3,2665389.6
2005,75995,32,1,2,7604371.5
2008,94912,92,0,1,9499780.8
2006,33676,36,0,2,3373913.6
2009,75020,6,0,1,7505819.9
1991,66720,96,0,5,6675714.1
2014,64576,34,1,5,6463138.4
2004,37845,93,0,3,3792884.4
1998,5157,58,1,5,526302.8
1996,3990,44,1,1,404538.6
1997,67844,45,0,5,6790489.7
2008,31209,63,1,10,3125990.8
1996,59900,36,0,3,5994776.6
2006,31723,19,1,5,3187117.6
2012,19793,6,1,0,1980251.2
2004,97983,76,1,2,9806846.4
2007,20586,60,1,3,2065934.7
1996,73309,48,1,7,7340458.6
2009,55910,97,0,1,5595244.9
2020,98714,6,0,7,9876308.0
2021,93463,24,0,2,9354794.1
2015,85525,80,0,2,8558313.5
2019,74263,40,0,0,7428602.9
1993,50974,80,1,10,5100640.3
1994,302,23,0,6,34373.4
2020,26916,70,0,5,2703096.0
2003,62483,27,0,7,6261216.3
2000,21149,25,1,4,2118884.0
2005,35184,61,1,2,3520242.5
1997,66628,85,1,1,6668709.7
2003,85460,71,1,9,8557497.3
2020,60186,64,1,2,6024280.0
1990,94070,47,1,2,9411507.0
2019,27247,42,0,3,2736774.9
2012,9840,58,0,0,990892.2
2014,21460,45,0,3,2151657.4
